"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"15/04/2020 23:45 - 16/04/2020 00:00","BZN|NL","11080.44","9917.40"
"16/04/2020 00:00 - 16/04/2020 00:15","BZN|NL","10914.04","9725.58"
"16/04/2020 00:15 - 16/04/2020 00:30","BZN|NL","10806.32","9688.44"
"16/04/2020 00:30 - 16/04/2020 00:45","BZN|NL","10682.09","9585.03"
"16/04/2020 00:45 - 16/04/2020 01:00","BZN|NL","10548.13","9431.15"
"16/04/2020 01:00 - 16/04/2020 01:15","BZN|NL","10428.55","9365.17"
"16/04/2020 01:15 - 16/04/2020 01:30","BZN|NL","10331.54","9288.14"
"16/04/2020 01:30 - 16/04/2020 01:45","BZN|NL","10237.35","9203.00"
"16/04/2020 01:45 - 16/04/2020 02:00","BZN|NL","10163.12","9102.23"
"16/04/2020 02:00 - 16/04/2020 02:15","BZN|NL","10135.26","9028.03"
"16/04/2020 02:15 - 16/04/2020 02:30","BZN|NL","10068.63","8984.04"
"16/04/2020 02:30 - 16/04/2020 02:45","BZN|NL","10027.14","8951.91"
"16/04/2020 02:45 - 16/04/2020 03:00","BZN|NL","9988.34","8920.65"
"16/04/2020 03:00 - 16/04/2020 03:15","BZN|NL","9987.28","8899.23"
"16/04/2020 03:15 - 16/04/2020 03:30","BZN|NL","9983.45","8902.45"
"16/04/2020 03:30 - 16/04/2020 03:45","BZN|NL","9947.53","8914.82"
"16/04/2020 03:45 - 16/04/2020 04:00","BZN|NL","9947.05","8894.95"
"16/04/2020 04:00 - 16/04/2020 04:15","BZN|NL","9967.10","8884.39"
"16/04/2020 04:15 - 16/04/2020 04:30","BZN|NL","10006.02","8913.74"
"16/04/2020 04:30 - 16/04/2020 04:45","BZN|NL","10033.74","8909.07"
"16/04/2020 04:45 - 16/04/2020 05:00","BZN|NL","10059.36","8912.21"
"16/04/2020 05:00 - 16/04/2020 05:15","BZN|NL","10183.65","8944.43"
"16/04/2020 05:15 - 16/04/2020 05:30","BZN|NL","10299.94","9018.29"
"16/04/2020 05:30 - 16/04/2020 05:45","BZN|NL","10409.86","9104.33"
"16/04/2020 05:45 - 16/04/2020 06:00","BZN|NL","10558.41","9193.21"
"16/04/2020 06:00 - 16/04/2020 06:15","BZN|NL","10839.33","9328.81"
"16/04/2020 06:15 - 16/04/2020 06:30","BZN|NL","11046.29","9541.78"
"16/04/2020 06:30 - 16/04/2020 06:45","BZN|NL","11137.14","9733.15"
"16/04/2020 06:45 - 16/04/2020 07:00","BZN|NL","11256.65","9879.99"
"16/04/2020 07:00 - 16/04/2020 07:15","BZN|NL","11498.93","10036.81"
"16/04/2020 07:15 - 16/04/2020 07:30","BZN|NL","11723.49","10256.05"
"16/04/2020 07:30 - 16/04/2020 07:45","BZN|NL","11901.29","10409.90"
"16/04/2020 07:45 - 16/04/2020 08:00","BZN|NL","12087.11","10544.14"
"16/04/2020 08:00 - 16/04/2020 08:15","BZN|NL","12211.99","10667.82"
"16/04/2020 08:15 - 16/04/2020 08:30","BZN|NL","12307.37","10768.74"
"16/04/2020 08:30 - 16/04/2020 08:45","BZN|NL","12329.89","10813.31"
"16/04/2020 08:45 - 16/04/2020 09:00","BZN|NL","12259.10","10804.73"
"16/04/2020 09:00 - 16/04/2020 09:15","BZN|NL","12105.25","10728.68"
"16/04/2020 09:15 - 16/04/2020 09:30","BZN|NL","11966.36","10525.64"
"16/04/2020 09:30 - 16/04/2020 09:45","BZN|NL","11806.49","10283.03"
"16/04/2020 09:45 - 16/04/2020 10:00","BZN|NL","11674.46","10058.15"
"16/04/2020 10:00 - 16/04/2020 10:15","BZN|NL","11513.27","9818.38"
"16/04/2020 10:15 - 16/04/2020 10:30","BZN|NL","11378.21","9493.54"
"16/04/2020 10:30 - 16/04/2020 10:45","BZN|NL","11255.01","9160.32"
"16/04/2020 10:45 - 16/04/2020 11:00","BZN|NL","11090.09","8932.58"
"16/04/2020 11:00 - 16/04/2020 11:15","BZN|NL","10939.53","8728.05"
"16/04/2020 11:15 - 16/04/2020 11:30","BZN|NL","10821.89","8543.34"
"16/04/2020 11:30 - 16/04/2020 11:45","BZN|NL","10740.39","8382.09"
"16/04/2020 11:45 - 16/04/2020 12:00","BZN|NL","10694.59","8267.33"
"16/04/2020 12:00 - 16/04/2020 12:15","BZN|NL","10643.95","8188.59"
"16/04/2020 12:15 - 16/04/2020 12:30","BZN|NL","10540.52","8089.46"
"16/04/2020 12:30 - 16/04/2020 12:45","BZN|NL","10433.42","7945.06"
"16/04/2020 12:45 - 16/04/2020 13:00","BZN|NL","10352.30","7822.29"
"16/04/2020 13:00 - 16/04/2020 13:15","BZN|NL","10335.66","7794.80"
"16/04/2020 13:15 - 16/04/2020 13:30","BZN|NL","10333.27","7799.37"
"16/04/2020 13:30 - 16/04/2020 13:45","BZN|NL","10301.50","7757.23"
"16/04/2020 13:45 - 16/04/2020 14:00","BZN|NL","10264.39","7688.44"
"16/04/2020 14:00 - 16/04/2020 14:15","BZN|NL","10248.74","7661.13"
"16/04/2020 14:15 - 16/04/2020 14:30","BZN|NL","10260.11","7676.73"
"16/04/2020 14:30 - 16/04/2020 14:45","BZN|NL","10269.01","7687.30"
"16/04/2020 14:45 - 16/04/2020 15:00","BZN|NL","10286.79","7678.97"
"16/04/2020 15:00 - 16/04/2020 15:15","BZN|NL","10317.93","7741.47"
"16/04/2020 15:15 - 16/04/2020 15:30","BZN|NL","10373.79","7744.33"
"16/04/2020 15:30 - 16/04/2020 15:45","BZN|NL","10455.05","7768.91"
"16/04/2020 15:45 - 16/04/2020 16:00","BZN|NL","10544.47","7845.48"
"16/04/2020 16:00 - 16/04/2020 16:15","BZN|NL","10658.68","7928.10"
"16/04/2020 16:15 - 16/04/2020 16:30","BZN|NL","10801.84","8052.49"
"16/04/2020 16:30 - 16/04/2020 16:45","BZN|NL","10981.20","8231.30"
"16/04/2020 16:45 - 16/04/2020 17:00","BZN|NL","11273.33","8443.62"
"16/04/2020 17:00 - 16/04/2020 17:15","BZN|NL","11571.81","8717.42"
"16/04/2020 17:15 - 16/04/2020 17:30","BZN|NL","11891.14","9063.83"
"16/04/2020 17:30 - 16/04/2020 17:45","BZN|NL","12144.59","9403.82"
"16/04/2020 17:45 - 16/04/2020 18:00","BZN|NL","12391.08","9660.10"
"16/04/2020 18:00 - 16/04/2020 18:15","BZN|NL","12375.78","9794.07"
"16/04/2020 18:15 - 16/04/2020 18:30","BZN|NL","12375.96","9940.96"
"16/04/2020 18:30 - 16/04/2020 18:45","BZN|NL","12421.98","10176.83"
"16/04/2020 18:45 - 16/04/2020 19:00","BZN|NL","12519.09","10313.97"
"16/04/2020 19:00 - 16/04/2020 19:15","BZN|NL","12586.70","10387.63"
"16/04/2020 19:15 - 16/04/2020 19:30","BZN|NL","12619.45","10476.95"
"16/04/2020 19:30 - 16/04/2020 19:45","BZN|NL","12638.35","10586.47"
"16/04/2020 19:45 - 16/04/2020 20:00","BZN|NL","12694.13","10630.86"
"16/04/2020 20:00 - 16/04/2020 20:15","BZN|NL","12664.95","10724.86"
"16/04/2020 20:15 - 16/04/2020 20:30","BZN|NL","12643.06","10886.99"
"16/04/2020 20:30 - 16/04/2020 20:45","BZN|NL","12724.63","11066.19"
"16/04/2020 20:45 - 16/04/2020 21:00","BZN|NL","12841.28","11137.59"
"16/04/2020 21:00 - 16/04/2020 21:15","BZN|NL","12905.21","11096.13"
"16/04/2020 21:15 - 16/04/2020 21:30","BZN|NL","12827.06","11020.02"
"16/04/2020 21:30 - 16/04/2020 21:45","BZN|NL","12675.92","10930.83"
"16/04/2020 21:45 - 16/04/2020 22:00","BZN|NL","12495.27","10821.00"
"16/04/2020 22:00 - 16/04/2020 22:15","BZN|NL","12334.75","10677.30"
"16/04/2020 22:15 - 16/04/2020 22:30","BZN|NL","12177.21","10548.40"
"16/04/2020 22:30 - 16/04/2020 22:45","BZN|NL","11986.05","10388.53"
"16/04/2020 22:45 - 16/04/2020 23:00","BZN|NL","11795.54","10204.62"
"16/04/2020 23:00 - 16/04/2020 23:15","BZN|NL","11729.00","10065.42"
"16/04/2020 23:15 - 16/04/2020 23:30","BZN|NL","11597.89","9988.69"
"16/04/2020 23:30 - 16/04/2020 23:45","BZN|NL","11407.36","9847.65"
"16/04/2020 23:45 - 17/04/2020 00:00","BZN|NL","11194.15","9694.73"
"17/04/2020 00:00 - 17/04/2020 00:15","BZN|NL","11019.17","10251.89"
"17/04/2020 00:15 - 17/04/2020 00:30","BZN|NL","10874.12","10188.96"
"17/04/2020 00:30 - 17/04/2020 00:45","BZN|NL","10737.99","10086.84"
"17/04/2020 00:45 - 17/04/2020 01:00","BZN|NL","10572.55","9958.64"
"17/04/2020 01:00 - 17/04/2020 01:15","BZN|NL","10450.65","9877.84"
"17/04/2020 01:15 - 17/04/2020 01:30","BZN|NL","10357.59","9760.73"
"17/04/2020 01:30 - 17/04/2020 01:45","BZN|NL","10269.55","9636.00"
"17/04/2020 01:45 - 17/04/2020 02:00","BZN|NL","10182.29","9514.40"
"17/04/2020 02:00 - 17/04/2020 02:15","BZN|NL","10121.55","9441.93"
"17/04/2020 02:15 - 17/04/2020 02:30","BZN|NL","10068.91","9406.07"
"17/04/2020 02:30 - 17/04/2020 02:45","BZN|NL","10035.35","9352.71"
"17/04/2020 02:45 - 17/04/2020 03:00","BZN|NL","9969.16","9326.30"
"17/04/2020 03:00 - 17/04/2020 03:15","BZN|NL","9966.65","9299.90"
"17/04/2020 03:15 - 17/04/2020 03:30","BZN|NL","9960.91","9290.60"
"17/04/2020 03:30 - 17/04/2020 03:45","BZN|NL","9926.97","9274.94"
"17/04/2020 03:45 - 17/04/2020 04:00","BZN|NL","9910.16","9250.85"
"17/04/2020 04:00 - 17/04/2020 04:15","BZN|NL","9925.12","9244.70"
"17/04/2020 04:15 - 17/04/2020 04:30","BZN|NL","9924.16","9248.36"
"17/04/2020 04:30 - 17/04/2020 04:45","BZN|NL","9930.12","9262.58"
"17/04/2020 04:45 - 17/04/2020 05:00","BZN|NL","9990.25","9286.32"
"17/04/2020 05:00 - 17/04/2020 05:15","BZN|NL","10129.86","9359.40"
"17/04/2020 05:15 - 17/04/2020 05:30","BZN|NL","10239.59","9457.99"
"17/04/2020 05:30 - 17/04/2020 05:45","BZN|NL","10369.06","9567.20"
"17/04/2020 05:45 - 17/04/2020 06:00","BZN|NL","10536.28","9657.30"
"17/04/2020 06:00 - 17/04/2020 06:15","BZN|NL","10873.02","9799.56"
"17/04/2020 06:15 - 17/04/2020 06:30","BZN|NL","11084.06","10014.18"
"17/04/2020 06:30 - 17/04/2020 06:45","BZN|NL","11190.98","10214.54"
"17/04/2020 06:45 - 17/04/2020 07:00","BZN|NL","11333.97","10346.32"
"17/04/2020 07:00 - 17/04/2020 07:15","BZN|NL","11581.42","10508.23"
"17/04/2020 07:15 - 17/04/2020 07:30","BZN|NL","11727.07","10639.97"
"17/04/2020 07:30 - 17/04/2020 07:45","BZN|NL","11925.16","10820.15"
"17/04/2020 07:45 - 17/04/2020 08:00","BZN|NL","12116.07","10962.18"
"17/04/2020 08:00 - 17/04/2020 08:15","BZN|NL","12233.18","11095.06"
"17/04/2020 08:15 - 17/04/2020 08:30","BZN|NL","12313.68","11141.25"
"17/04/2020 08:30 - 17/04/2020 08:45","BZN|NL","12307.60","11268.53"
"17/04/2020 08:45 - 17/04/2020 09:00","BZN|NL","12281.84","11291.08"
"17/04/2020 09:00 - 17/04/2020 09:15","BZN|NL","12176.02","11200.92"
"17/04/2020 09:15 - 17/04/2020 09:30","BZN|NL","12045.84","11050.65"
"17/04/2020 09:30 - 17/04/2020 09:45","BZN|NL","11871.66","10894.46"
"17/04/2020 09:45 - 17/04/2020 10:00","BZN|NL","11718.13","10755.97"
"17/04/2020 10:00 - 17/04/2020 10:15","BZN|NL","11601.06","10552.19"
"17/04/2020 10:15 - 17/04/2020 10:30","BZN|NL","11432.55","10336.42"
"17/04/2020 10:30 - 17/04/2020 10:45","BZN|NL","11303.53","10164.00"
"17/04/2020 10:45 - 17/04/2020 11:00","BZN|NL","11147.12","10056.75"
"17/04/2020 11:00 - 17/04/2020 11:15","BZN|NL","10998.90","9915.39"
"17/04/2020 11:15 - 17/04/2020 11:30","BZN|NL","10856.31","9743.64"
"17/04/2020 11:30 - 17/04/2020 11:45","BZN|NL","10722.05","9631.57"
"17/04/2020 11:45 - 17/04/2020 12:00","BZN|NL","10675.21","9567.42"
"17/04/2020 12:00 - 17/04/2020 12:15","BZN|NL","10617.37","9497.78"
"17/04/2020 12:15 - 17/04/2020 12:30","BZN|NL","10516.85","9411.68"
"17/04/2020 12:30 - 17/04/2020 12:45","BZN|NL","10363.12","9308.45"
"17/04/2020 12:45 - 17/04/2020 13:00","BZN|NL","10257.94","9235.15"
"17/04/2020 13:00 - 17/04/2020 13:15","BZN|NL","10218.95","9220.00"
"17/04/2020 13:15 - 17/04/2020 13:30","BZN|NL","10186.64","9218.00"
"17/04/2020 13:30 - 17/04/2020 13:45","BZN|NL","10140.73","9136.86"
"17/04/2020 13:45 - 17/04/2020 14:00","BZN|NL","10075.54","9083.92"
"17/04/2020 14:00 - 17/04/2020 14:15","BZN|NL","10035.35","9074.28"
"17/04/2020 14:15 - 17/04/2020 14:30","BZN|NL","10039.55","9080.67"
"17/04/2020 14:30 - 17/04/2020 14:45","BZN|NL","10044.51","9085.55"
"17/04/2020 14:45 - 17/04/2020 15:00","BZN|NL","10034.57","9042.65"
"17/04/2020 15:00 - 17/04/2020 15:15","BZN|NL","9990.89","8991.30"
"17/04/2020 15:15 - 17/04/2020 15:30","BZN|NL","10026.84","8956.54"
"17/04/2020 15:30 - 17/04/2020 15:45","BZN|NL","10051.97","8930.28"
"17/04/2020 15:45 - 17/04/2020 16:00","BZN|NL","10100.27","8921.81"
"17/04/2020 16:00 - 17/04/2020 16:15","BZN|NL","10169.99","8943.44"
"17/04/2020 16:15 - 17/04/2020 16:30","BZN|NL","10231.68","9011.77"
"17/04/2020 16:30 - 17/04/2020 16:45","BZN|NL","10427.31","9155.60"
"17/04/2020 16:45 - 17/04/2020 17:00","BZN|NL","10741.65","9323.71"
"17/04/2020 17:00 - 17/04/2020 17:15","BZN|NL","11058.52","9511.58"
"17/04/2020 17:15 - 17/04/2020 17:30","BZN|NL","11389.66","9734.41"
"17/04/2020 17:30 - 17/04/2020 17:45","BZN|NL","11706.03","10059.65"
"17/04/2020 17:45 - 17/04/2020 18:00","BZN|NL","11934.19","10353.35"
"17/04/2020 18:00 - 17/04/2020 18:15","BZN|NL","11957.80","10597.58"
"17/04/2020 18:15 - 17/04/2020 18:30","BZN|NL","11989.96","10805.20"
"17/04/2020 18:30 - 17/04/2020 18:45","BZN|NL","12049.55","11006.03"
"17/04/2020 18:45 - 17/04/2020 19:00","BZN|NL","12115.78","11166.77"
"17/04/2020 19:00 - 17/04/2020 19:15","BZN|NL","12190.78","11270.23"
"17/04/2020 19:15 - 17/04/2020 19:30","BZN|NL","12276.70","11382.47"
"17/04/2020 19:30 - 17/04/2020 19:45","BZN|NL","12325.71","11491.49"
"17/04/2020 19:45 - 17/04/2020 20:00","BZN|NL","12425.03","11594.47"
"17/04/2020 20:00 - 17/04/2020 20:15","BZN|NL","12409.12","11686.03"
"17/04/2020 20:15 - 17/04/2020 20:30","BZN|NL","12417.49","11796.64"
"17/04/2020 20:30 - 17/04/2020 20:45","BZN|NL","12458.77","11904.24"
"17/04/2020 20:45 - 17/04/2020 21:00","BZN|NL","12561.60","11996.67"
"17/04/2020 21:00 - 17/04/2020 21:15","BZN|NL","12680.06","11979.37"
"17/04/2020 21:15 - 17/04/2020 21:30","BZN|NL","12614.05","11851.37"
"17/04/2020 21:30 - 17/04/2020 21:45","BZN|NL","12460.25","11668.24"
"17/04/2020 21:45 - 17/04/2020 22:00","BZN|NL","12280.92","11497.65"
"17/04/2020 22:00 - 17/04/2020 22:15","BZN|NL","12105.43","11361.17"
"17/04/2020 22:15 - 17/04/2020 22:30","BZN|NL","11948.34","11269.68"
"17/04/2020 22:30 - 17/04/2020 22:45","BZN|NL","11791.22","11161.01"
"17/04/2020 22:45 - 17/04/2020 23:00","BZN|NL","11645.07","10984.06"
"17/04/2020 23:00 - 17/04/2020 23:15","BZN|NL","11595.45","10850.80"
"17/04/2020 23:15 - 17/04/2020 23:30","BZN|NL","11456.94","10747.01"
"17/04/2020 23:30 - 17/04/2020 23:45","BZN|NL","11324.75","10606.46"
"17/04/2020 23:45 - 18/04/2020 00:00","BZN|NL","11128.34","10444.79"
"18/04/2020 00:00 - 18/04/2020 00:15","BZN|NL","10911.83","9324.13"
"18/04/2020 00:15 - 18/04/2020 00:30","BZN|NL","10789.97","9247.21"
"18/04/2020 00:30 - 18/04/2020 00:45","BZN|NL","10646.31","9098.41"
"18/04/2020 00:45 - 18/04/2020 01:00","BZN|NL","10489.69","8940.73"
"18/04/2020 01:00 - 18/04/2020 01:15","BZN|NL","10323.63","9084.35"
"18/04/2020 01:15 - 18/04/2020 01:30","BZN|NL","10261.33","8984.82"
"18/04/2020 01:30 - 18/04/2020 01:45","BZN|NL","10143.36","8876.62"
"18/04/2020 01:45 - 18/04/2020 02:00","BZN|NL","10070.93","8760.31"
"18/04/2020 02:00 - 18/04/2020 02:15","BZN|NL","10025.95","8657.46"
"18/04/2020 02:15 - 18/04/2020 02:30","BZN|NL","9956.31","8587.80"
"18/04/2020 02:30 - 18/04/2020 02:45","BZN|NL","9892.47","8532.98"
"18/04/2020 02:45 - 18/04/2020 03:00","BZN|NL","9875.61","8468.94"
"18/04/2020 03:00 - 18/04/2020 03:15","BZN|NL","9830.07","8419.84"
"18/04/2020 03:15 - 18/04/2020 03:30","BZN|NL","9778.89","8379.27"
"18/04/2020 03:30 - 18/04/2020 03:45","BZN|NL","9733.05","8351.35"
"18/04/2020 03:45 - 18/04/2020 04:00","BZN|NL","9730.48","8322.08"
"18/04/2020 04:00 - 18/04/2020 04:15","BZN|NL","9733.12","8323.41"
"18/04/2020 04:15 - 18/04/2020 04:30","BZN|NL","9722.97","8357.50"
"18/04/2020 04:30 - 18/04/2020 04:45","BZN|NL","9719.53","8373.68"
"18/04/2020 04:45 - 18/04/2020 05:00","BZN|NL","9716.01","8348.79"
"18/04/2020 05:00 - 18/04/2020 05:15","BZN|NL","9773.19","8332.25"
"18/04/2020 05:15 - 18/04/2020 05:30","BZN|NL","9793.82","8372.44"
"18/04/2020 05:30 - 18/04/2020 05:45","BZN|NL","9847.34","8405.56"
"18/04/2020 05:45 - 18/04/2020 06:00","BZN|NL","9874.12","8452.72"
"18/04/2020 06:00 - 18/04/2020 06:15","BZN|NL","10062.82","8473.03"
"18/04/2020 06:15 - 18/04/2020 06:30","BZN|NL","10052.91","8517.38"
"18/04/2020 06:30 - 18/04/2020 06:45","BZN|NL","10053.63","8552.11"
"18/04/2020 06:45 - 18/04/2020 07:00","BZN|NL","10021.53","8590.75"
"18/04/2020 07:00 - 18/04/2020 07:15","BZN|NL","10080.39","8604.43"
"18/04/2020 07:15 - 18/04/2020 07:30","BZN|NL","10090.07","8646.67"
"18/04/2020 07:30 - 18/04/2020 07:45","BZN|NL","10098.69","8635.68"
"18/04/2020 07:45 - 18/04/2020 08:00","BZN|NL","10120.57","8593.33"
"18/04/2020 08:00 - 18/04/2020 08:15","BZN|NL","10212.25","8523.79"
"18/04/2020 08:15 - 18/04/2020 08:30","BZN|NL","10271.14","8451.19"
"18/04/2020 08:30 - 18/04/2020 08:45","BZN|NL","10331.43","8358.21"
"18/04/2020 08:45 - 18/04/2020 09:00","BZN|NL","10400.18","8232.63"
"18/04/2020 09:00 - 18/04/2020 09:15","BZN|NL","10474.33","8078.02"
"18/04/2020 09:15 - 18/04/2020 09:30","BZN|NL","10511.36","7896.74"
"18/04/2020 09:30 - 18/04/2020 09:45","BZN|NL","10549.11","7716.60"
"18/04/2020 09:45 - 18/04/2020 10:00","BZN|NL","10563.37","7499.25"
"18/04/2020 10:00 - 18/04/2020 10:15","BZN|NL","10555.16","7291.32"
"18/04/2020 10:15 - 18/04/2020 10:30","BZN|NL","10464.33","7042.68"
"18/04/2020 10:30 - 18/04/2020 10:45","BZN|NL","10383.53","6803.11"
"18/04/2020 10:45 - 18/04/2020 11:00","BZN|NL","10343.72","6607.72"
"18/04/2020 11:00 - 18/04/2020 11:15","BZN|NL","10272.76","6455.60"
"18/04/2020 11:15 - 18/04/2020 11:30","BZN|NL","10201.67","6278.56"
"18/04/2020 11:30 - 18/04/2020 11:45","BZN|NL","10170.59","6069.64"
"18/04/2020 11:45 - 18/04/2020 12:00","BZN|NL","10241.26","5920.07"
"18/04/2020 12:00 - 18/04/2020 12:15","BZN|NL","10284.51","5790.84"
"18/04/2020 12:15 - 18/04/2020 12:30","BZN|NL","10292.50","5662.40"
"18/04/2020 12:30 - 18/04/2020 12:45","BZN|NL","10334.75","5526.99"
"18/04/2020 12:45 - 18/04/2020 13:00","BZN|NL","10330.48","5439.04"
"18/04/2020 13:00 - 18/04/2020 13:15","BZN|NL","10388.78","5359.52"
"18/04/2020 13:15 - 18/04/2020 13:30","BZN|NL","10478.42","5267.75"
"18/04/2020 13:30 - 18/04/2020 13:45","BZN|NL","10520.14","5190.20"
"18/04/2020 13:45 - 18/04/2020 14:00","BZN|NL","10574.80","5140.02"
"18/04/2020 14:00 - 18/04/2020 14:15","BZN|NL","10588.30","5112.58"
"18/04/2020 14:15 - 18/04/2020 14:30","BZN|NL","10646.17","5121.80"
"18/04/2020 14:30 - 18/04/2020 14:45","BZN|NL","10614.00","5159.52"
"18/04/2020 14:45 - 18/04/2020 15:00","BZN|NL","10615.25","5207.02"
"18/04/2020 15:00 - 18/04/2020 15:15","BZN|NL","10626.68","5262.94"
"18/04/2020 15:15 - 18/04/2020 15:30","BZN|NL","10657.23","5348.30"
"18/04/2020 15:30 - 18/04/2020 15:45","BZN|NL","10652.34","5446.92"
"18/04/2020 15:45 - 18/04/2020 16:00","BZN|NL","10699.51","5540.69"
"18/04/2020 16:00 - 18/04/2020 16:15","BZN|NL","10725.13","5669.26"
"18/04/2020 16:15 - 18/04/2020 16:30","BZN|NL","10820.41","5838.87"
"18/04/2020 16:30 - 18/04/2020 16:45","BZN|NL","10956.60","6025.26"
"18/04/2020 16:45 - 18/04/2020 17:00","BZN|NL","11112.97","6260.79"
"18/04/2020 17:00 - 18/04/2020 17:15","BZN|NL","11354.96","6554.36"
"18/04/2020 17:15 - 18/04/2020 17:30","BZN|NL","11625.93","6899.48"
"18/04/2020 17:30 - 18/04/2020 17:45","BZN|NL","11858.02","7325.14"
"18/04/2020 17:45 - 18/04/2020 18:00","BZN|NL","12073.16","7646.61"
"18/04/2020 18:00 - 18/04/2020 18:15","BZN|NL","12151.90","7888.27"
"18/04/2020 18:15 - 18/04/2020 18:30","BZN|NL","12099.23","8188.18"
"18/04/2020 18:30 - 18/04/2020 18:45","BZN|NL","12091.13","8538.65"
"18/04/2020 18:45 - 18/04/2020 19:00","BZN|NL","12107.17","8822.79"
"18/04/2020 19:00 - 18/04/2020 19:15","BZN|NL","12111.80","9070.57"
"18/04/2020 19:15 - 18/04/2020 19:30","BZN|NL","12086.23","9281.61"
"18/04/2020 19:30 - 18/04/2020 19:45","BZN|NL","12071.65","9442.87"
"18/04/2020 19:45 - 18/04/2020 20:00","BZN|NL","12094.59","9562.92"
"18/04/2020 20:00 - 18/04/2020 20:15","BZN|NL","12069.52","9671.27"
"18/04/2020 20:15 - 18/04/2020 20:30","BZN|NL","12034.33","9792.28"
"18/04/2020 20:30 - 18/04/2020 20:45","BZN|NL","12065.82","9965.65"
"18/04/2020 20:45 - 18/04/2020 21:00","BZN|NL","12080.66","10131.49"
"18/04/2020 21:00 - 18/04/2020 21:15","BZN|NL","12091.53","10156.82"
"18/04/2020 21:15 - 18/04/2020 21:30","BZN|NL","11965.62","10113.39"
"18/04/2020 21:30 - 18/04/2020 21:45","BZN|NL","11869.35","10055.57"
"18/04/2020 21:45 - 18/04/2020 22:00","BZN|NL","11727.62","9959.55"
"18/04/2020 22:00 - 18/04/2020 22:15","BZN|NL","11563.52","9861.44"
"18/04/2020 22:15 - 18/04/2020 22:30","BZN|NL","11479.10","9786.22"
"18/04/2020 22:30 - 18/04/2020 22:45","BZN|NL","11324.49","9664.08"
"18/04/2020 22:45 - 18/04/2020 23:00","BZN|NL","11207.93","9531.42"
"18/04/2020 23:00 - 18/04/2020 23:15","BZN|NL","11096.72","9434.06"
"18/04/2020 23:15 - 18/04/2020 23:30","BZN|NL","10977.22","9350.11"
"18/04/2020 23:30 - 18/04/2020 23:45","BZN|NL","10828.63","9256.34"
"18/04/2020 23:45 - 19/04/2020 00:00","BZN|NL","10654.53","9132.11"
"19/04/2020 00:00 - 19/04/2020 00:15","BZN|NL","10553.12","9176.14"
"19/04/2020 00:15 - 19/04/2020 00:30","BZN|NL","10417.02","9105.96"
"19/04/2020 00:30 - 19/04/2020 00:45","BZN|NL","10276.66","9023.72"
"19/04/2020 00:45 - 19/04/2020 01:00","BZN|NL","10130.74","8893.75"
"19/04/2020 01:00 - 19/04/2020 01:15","BZN|NL","9992.95","8590.85"
"19/04/2020 01:15 - 19/04/2020 01:30","BZN|NL","9880.27","8510.10"
"19/04/2020 01:30 - 19/04/2020 01:45","BZN|NL","9779.48","8437.98"
"19/04/2020 01:45 - 19/04/2020 02:00","BZN|NL","9703.53","8356.94"
"19/04/2020 02:00 - 19/04/2020 02:15","BZN|NL","9663.09","8268.54"
"19/04/2020 02:15 - 19/04/2020 02:30","BZN|NL","9642.92","8200.83"
"19/04/2020 02:30 - 19/04/2020 02:45","BZN|NL","9605.55","8144.64"
"19/04/2020 02:45 - 19/04/2020 03:00","BZN|NL","9559.25","8072.32"
"19/04/2020 03:00 - 19/04/2020 03:15","BZN|NL","9562.03","8036.04"
"19/04/2020 03:15 - 19/04/2020 03:30","BZN|NL","9508.23","8027.55"
"19/04/2020 03:30 - 19/04/2020 03:45","BZN|NL","9465.44","8009.88"
"19/04/2020 03:45 - 19/04/2020 04:00","BZN|NL","9448.55","7965.28"
"19/04/2020 04:00 - 19/04/2020 04:15","BZN|NL","9446.44","7948.45"
"19/04/2020 04:15 - 19/04/2020 04:30","BZN|NL","9460.87","7950.70"
"19/04/2020 04:30 - 19/04/2020 04:45","BZN|NL","9458.73","7933.05"
"19/04/2020 04:45 - 19/04/2020 05:00","BZN|NL","9439.75","7904.57"
"19/04/2020 05:00 - 19/04/2020 05:15","BZN|NL","9484.61","7911.89"
"19/04/2020 05:15 - 19/04/2020 05:30","BZN|NL","9502.30","7950.78"
"19/04/2020 05:30 - 19/04/2020 05:45","BZN|NL","9508.86","7970.31"
"19/04/2020 05:45 - 19/04/2020 06:00","BZN|NL","9509.98","7996.97"
"19/04/2020 06:00 - 19/04/2020 06:15","BZN|NL","9580.10","8028.33"
"19/04/2020 06:15 - 19/04/2020 06:30","BZN|NL","9518.43","8087.80"
"19/04/2020 06:30 - 19/04/2020 06:45","BZN|NL","9472.46","8119.59"
"19/04/2020 06:45 - 19/04/2020 07:00","BZN|NL","9428.74","8112.04"
"19/04/2020 07:00 - 19/04/2020 07:15","BZN|NL","9466.09","8069.35"
"19/04/2020 07:15 - 19/04/2020 07:30","BZN|NL","9406.01","8036.89"
"19/04/2020 07:30 - 19/04/2020 07:45","BZN|NL","9390.07","7980.76"
"19/04/2020 07:45 - 19/04/2020 08:00","BZN|NL","9389.56","7909.74"
"19/04/2020 08:00 - 19/04/2020 08:15","BZN|NL","9386.33","7795.31"
"19/04/2020 08:15 - 19/04/2020 08:30","BZN|NL","9355.44","7655.91"
"19/04/2020 08:30 - 19/04/2020 08:45","BZN|NL","9360.83","7505.91"
