"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"26/11/2021 20:00 - 26/11/2021 20:15","BZN|NL","15024.13","14579.67"
"26/11/2021 20:15 - 26/11/2021 20:30","BZN|NL","14794.75","14416.05"
"26/11/2021 20:30 - 26/11/2021 20:45","BZN|NL","14581.23","14242.64"
"26/11/2021 20:45 - 26/11/2021 21:00","BZN|NL","14336.71","14025.54"
"26/11/2021 21:00 - 26/11/2021 21:15","BZN|NL","14048.00","13776.74"
"26/11/2021 21:15 - 26/11/2021 21:30","BZN|NL","13953.98","13585.96"
"26/11/2021 21:30 - 26/11/2021 21:45","BZN|NL","13784.07","13392.10"
"26/11/2021 21:45 - 26/11/2021 22:00","BZN|NL","13577.05","13203.84"
"26/11/2021 22:00 - 26/11/2021 22:15","BZN|NL","13349.63","13016.19"
"26/11/2021 22:15 - 26/11/2021 22:30","BZN|NL","13165.65","12843.31"
"26/11/2021 22:30 - 26/11/2021 22:45","BZN|NL","12944.20","12654.71"
"26/11/2021 22:45 - 26/11/2021 23:00","BZN|NL","12771.15","12462.46"
"26/11/2021 23:00 - 26/11/2021 23:15","BZN|NL","12662.85","12355.75"
"26/11/2021 23:15 - 26/11/2021 23:30","BZN|NL","12513.85","12287.16"
"26/11/2021 23:30 - 26/11/2021 23:45","BZN|NL","12295.65","12157.62"
"26/11/2021 23:45 - 27/11/2021 00:00","BZN|NL","12093.47","11991.31"
"27/11/2021 00:00 - 27/11/2021 00:15","BZN|NL","11896.17","12074.47"
"27/11/2021 00:15 - 27/11/2021 00:30","BZN|NL","11738.17","12051.53"
"27/11/2021 00:30 - 27/11/2021 00:45","BZN|NL","11567.03","12008.44"
"27/11/2021 00:45 - 27/11/2021 01:00","BZN|NL","11437.36","11896.26"
"27/11/2021 01:00 - 27/11/2021 01:15","BZN|NL","11434.17","11789.76"
"27/11/2021 01:15 - 27/11/2021 01:30","BZN|NL","11321.40","11721.44"
"27/11/2021 01:30 - 27/11/2021 01:45","BZN|NL","11165.34","11674.35"
"27/11/2021 01:45 - 27/11/2021 02:00","BZN|NL","11106.36","11589.69"
"27/11/2021 02:00 - 27/11/2021 02:15","BZN|NL","11059.42","11522.18"
"27/11/2021 02:15 - 27/11/2021 02:30","BZN|NL","10908.90","11488.98"
"27/11/2021 02:30 - 27/11/2021 02:45","BZN|NL","10839.45","11454.00"
"27/11/2021 02:45 - 27/11/2021 03:00","BZN|NL","10834.44","11406.05"
"27/11/2021 03:00 - 27/11/2021 03:15","BZN|NL","10879.71","11380.63"
"27/11/2021 03:15 - 27/11/2021 03:30","BZN|NL","10947.40","11381.91"
"27/11/2021 03:30 - 27/11/2021 03:45","BZN|NL","10995.54","11374.84"
"27/11/2021 03:45 - 27/11/2021 04:00","BZN|NL","10953.05","11358.75"
"27/11/2021 04:00 - 27/11/2021 04:15","BZN|NL","10942.75","11357.03"
"27/11/2021 04:15 - 27/11/2021 04:30","BZN|NL","10928.37","11389.76"
"27/11/2021 04:30 - 27/11/2021 04:45","BZN|NL","10925.78","11413.09"
"27/11/2021 04:45 - 27/11/2021 05:00","BZN|NL","10939.49","11438.06"
"27/11/2021 05:00 - 27/11/2021 05:15","BZN|NL","10991.21","11458.92"
"27/11/2021 05:15 - 27/11/2021 05:30","BZN|NL","11038.79","11503.28"
"27/11/2021 05:30 - 27/11/2021 05:45","BZN|NL","11107.67","11583.00"
"27/11/2021 05:45 - 27/11/2021 06:00","BZN|NL","11198.40","11653.05"
"27/11/2021 06:00 - 27/11/2021 06:15","BZN|NL","11387.38","11736.59"
"27/11/2021 06:15 - 27/11/2021 06:30","BZN|NL","11532.68","11860.34"
"27/11/2021 06:30 - 27/11/2021 06:45","BZN|NL","11683.57","11982.86"
"27/11/2021 06:45 - 27/11/2021 07:00","BZN|NL","11843.23","12123.49"
"27/11/2021 07:00 - 27/11/2021 07:15","BZN|NL","12050.59","12265.01"
"27/11/2021 07:15 - 27/11/2021 07:30","BZN|NL","12185.11","12408.04"
"27/11/2021 07:30 - 27/11/2021 07:45","BZN|NL","12473.31","12538.56"
"27/11/2021 07:45 - 27/11/2021 08:00","BZN|NL","12875.61","12676.78"
"27/11/2021 08:00 - 27/11/2021 08:15","BZN|NL","13050.20","12806.08"
"27/11/2021 08:15 - 27/11/2021 08:30","BZN|NL","13154.22","12949.57"
"27/11/2021 08:30 - 27/11/2021 08:45","BZN|NL","13290.31","13134.73"
"27/11/2021 08:45 - 27/11/2021 09:00","BZN|NL","13504.99","13313.34"
"27/11/2021 09:00 - 27/11/2021 09:15","BZN|NL","13641.15","13434.33"
"27/11/2021 09:15 - 27/11/2021 09:30","BZN|NL","13693.74","13503.80"
"27/11/2021 09:30 - 27/11/2021 09:45","BZN|NL","13728.08","13553.57"
"27/11/2021 09:45 - 27/11/2021 10:00","BZN|NL","13800.05","13572.81"
"27/11/2021 10:00 - 27/11/2021 10:15","BZN|NL","13792.95","13553.07"
"27/11/2021 10:15 - 27/11/2021 10:30","BZN|NL","13816.12","13495.34"
"27/11/2021 10:30 - 27/11/2021 10:45","BZN|NL","13818.47","13432.69"
"27/11/2021 10:45 - 27/11/2021 11:00","BZN|NL","13775.09","13379.97"
"27/11/2021 11:00 - 27/11/2021 11:15","BZN|NL","13712.97","13335.95"
"27/11/2021 11:15 - 27/11/2021 11:30","BZN|NL","13685.39","13289.52"
"27/11/2021 11:30 - 27/11/2021 11:45","BZN|NL","13666.87","13219.62"
"27/11/2021 11:45 - 27/11/2021 12:00","BZN|NL","13702.82","13228.93"
"27/11/2021 12:00 - 27/11/2021 12:15","BZN|NL","13806.36","13266.52"
"27/11/2021 12:15 - 27/11/2021 12:30","BZN|NL","13812.49","13231.23"
"27/11/2021 12:30 - 27/11/2021 12:45","BZN|NL","13750.87","13173.07"
"27/11/2021 12:45 - 27/11/2021 13:00","BZN|NL","13747.09","13151.11"
"27/11/2021 13:00 - 27/11/2021 13:15","BZN|NL","13711.36","13156.81"
"27/11/2021 13:15 - 27/11/2021 13:30","BZN|NL","13743.78","13133.45"
"27/11/2021 13:30 - 27/11/2021 13:45","BZN|NL","13752.17","13101.45"
"27/11/2021 13:45 - 27/11/2021 14:00","BZN|NL","13734.95","13157.89"
"27/11/2021 14:00 - 27/11/2021 14:15","BZN|NL","13778.10","13185.52"
"27/11/2021 14:15 - 27/11/2021 14:30","BZN|NL","13851.90","13251.61"
"27/11/2021 14:30 - 27/11/2021 14:45","BZN|NL","13971.19","13328.20"
"27/11/2021 14:45 - 27/11/2021 15:00","BZN|NL","14027.47","13409.61"
"27/11/2021 15:00 - 27/11/2021 15:15","BZN|NL","14069.69","13513.04"
"27/11/2021 15:15 - 27/11/2021 15:30","BZN|NL","14059.95","13509.70"
"27/11/2021 15:30 - 27/11/2021 15:45","BZN|NL","14074.35","13530.40"
"27/11/2021 15:45 - 27/11/2021 16:00","BZN|NL","14206.76","13635.47"
"27/11/2021 16:00 - 27/11/2021 16:15","BZN|NL","14206.55","13653.66"
"27/11/2021 16:15 - 27/11/2021 16:30","BZN|NL","14291.01","13699.78"
"27/11/2021 16:30 - 27/11/2021 16:45","BZN|NL","14543.60","13873.41"
"27/11/2021 16:45 - 27/11/2021 17:00","BZN|NL","14848.13","14015.78"
"27/11/2021 17:00 - 27/11/2021 17:15","BZN|NL","15024.03","14079.29"
"27/11/2021 17:15 - 27/11/2021 17:30","BZN|NL","15168.50","14100.75"
"27/11/2021 17:30 - 27/11/2021 17:45","BZN|NL","15260.53","14290.92"
"27/11/2021 17:45 - 27/11/2021 18:00","BZN|NL","15263.25","14362.56"
"27/11/2021 18:00 - 27/11/2021 18:15","BZN|NL","15131.51","14267.26"
"27/11/2021 18:15 - 27/11/2021 18:30","BZN|NL","15016.13","14088.39"
"27/11/2021 18:30 - 27/11/2021 18:45","BZN|NL","14834.61","13922.03"
"27/11/2021 18:45 - 27/11/2021 19:00","BZN|NL","14699.19","13766.82"
"27/11/2021 19:00 - 27/11/2021 19:15","BZN|NL","14598.14","13669.31"
"27/11/2021 19:15 - 27/11/2021 19:30","BZN|NL","14482.06","13508.34"
"27/11/2021 19:30 - 27/11/2021 19:45","BZN|NL","14296.97","13320.58"
"27/11/2021 19:45 - 27/11/2021 20:00","BZN|NL","14211.67","13213.22"
"27/11/2021 20:00 - 27/11/2021 20:15","BZN|NL","14054.17","13162.22"
"27/11/2021 20:15 - 27/11/2021 20:30","BZN|NL","13907.60","13134.25"
"27/11/2021 20:30 - 27/11/2021 20:45","BZN|NL","13708.08","13060.27"
"27/11/2021 20:45 - 27/11/2021 21:00","BZN|NL","13497.95","12918.58"
"27/11/2021 21:00 - 27/11/2021 21:15","BZN|NL","13345.32","12847.50"
"27/11/2021 21:15 - 27/11/2021 21:30","BZN|NL","13181.46","12853.51"
"27/11/2021 21:30 - 27/11/2021 21:45","BZN|NL","13021.48","12794.92"
"27/11/2021 21:45 - 27/11/2021 22:00","BZN|NL","12864.62","12678.43"
"27/11/2021 22:00 - 27/11/2021 22:15","BZN|NL","12734.30","12542.78"
"27/11/2021 22:15 - 27/11/2021 22:30","BZN|NL","12640.56","12423.66"
"27/11/2021 22:30 - 27/11/2021 22:45","BZN|NL","12491.03","12298.12"
"27/11/2021 22:45 - 27/11/2021 23:00","BZN|NL","12304.79","12147.44"
"27/11/2021 23:00 - 27/11/2021 23:15","BZN|NL","12182.69","12068.92"
"27/11/2021 23:15 - 27/11/2021 23:30","BZN|NL","12069.55","12040.10"
"27/11/2021 23:30 - 27/11/2021 23:45","BZN|NL","11910.54","11941.62"
"27/11/2021 23:45 - 28/11/2021 00:00","BZN|NL","11703.59","11803.32"
"28/11/2021 00:00 - 28/11/2021 00:15","BZN|NL","11616.98","11733.73"
"28/11/2021 00:15 - 28/11/2021 00:30","BZN|NL","11475.70","11676.78"
"28/11/2021 00:30 - 28/11/2021 00:45","BZN|NL","11327.29","11600.20"
"28/11/2021 00:45 - 28/11/2021 01:00","BZN|NL","11178.14","11474.99"
"28/11/2021 01:00 - 28/11/2021 01:15","BZN|NL","11096.48","11377.08"
"28/11/2021 01:15 - 28/11/2021 01:30","BZN|NL","11040.16","11343.00"
"28/11/2021 01:30 - 28/11/2021 01:45","BZN|NL","10946.55","11290.73"
"28/11/2021 01:45 - 28/11/2021 02:00","BZN|NL","10835.08","11221.52"
"28/11/2021 02:00 - 28/11/2021 02:15","BZN|NL","10768.05","11172.50"
"28/11/2021 02:15 - 28/11/2021 02:30","BZN|NL","10715.33","11137.68"
"28/11/2021 02:30 - 28/11/2021 02:45","BZN|NL","10647.29","11122.69"
"28/11/2021 02:45 - 28/11/2021 03:00","BZN|NL","10572.72","11090.95"
"28/11/2021 03:00 - 28/11/2021 03:15","BZN|NL","10604.16","11076.46"
"28/11/2021 03:15 - 28/11/2021 03:30","BZN|NL","10553.88","11067.27"
"28/11/2021 03:30 - 28/11/2021 03:45","BZN|NL","10546.86","11078.59"
"28/11/2021 03:45 - 28/11/2021 04:00","BZN|NL","10462.27","11068.06"
"28/11/2021 04:00 - 28/11/2021 04:15","BZN|NL","10524.72","11050.79"
"28/11/2021 04:15 - 28/11/2021 04:30","BZN|NL","10529.47","11049.04"
"28/11/2021 04:30 - 28/11/2021 04:45","BZN|NL","10497.73","11045.09"
"28/11/2021 04:45 - 28/11/2021 05:00","BZN|NL","10464.84","11039.76"
"28/11/2021 05:00 - 28/11/2021 05:15","BZN|NL","10423.34","11067.72"
"28/11/2021 05:15 - 28/11/2021 05:30","BZN|NL","10502.53","11112.06"
"28/11/2021 05:30 - 28/11/2021 05:45","BZN|NL","10496.54","11137.15"
"28/11/2021 05:45 - 28/11/2021 06:00","BZN|NL","10615.67","11143.98"
"28/11/2021 06:00 - 28/11/2021 06:15","BZN|NL","10722.88","11180.03"
"28/11/2021 06:15 - 28/11/2021 06:30","BZN|NL","10717.63","11210.77"
"28/11/2021 06:30 - 28/11/2021 06:45","BZN|NL","10799.38","11226.14"
"28/11/2021 06:45 - 28/11/2021 07:00","BZN|NL","10977.07","11293.77"
"28/11/2021 07:00 - 28/11/2021 07:15","BZN|NL","11081.01","11369.36"
"28/11/2021 07:15 - 28/11/2021 07:30","BZN|NL","11228.75","11512.88"
"28/11/2021 07:30 - 28/11/2021 07:45","BZN|NL","11408.86","11674.40"
"28/11/2021 07:45 - 28/11/2021 08:00","BZN|NL","11616.57","11786.19"
"28/11/2021 08:00 - 28/11/2021 08:15","BZN|NL","11759.57","11885.56"
"28/11/2021 08:15 - 28/11/2021 08:30","BZN|NL","11868.49","12003.74"
"28/11/2021 08:30 - 28/11/2021 08:45","BZN|NL","11947.21","12141.95"
"28/11/2021 08:45 - 28/11/2021 09:00","BZN|NL","12092.16","12238.71"
"28/11/2021 09:00 - 28/11/2021 09:15","BZN|NL","12199.44","12312.11"
"28/11/2021 09:15 - 28/11/2021 09:30","BZN|NL","12300.12","12350.24"
"28/11/2021 09:30 - 28/11/2021 09:45","BZN|NL","12361.66","12337.72"
"28/11/2021 09:45 - 28/11/2021 10:00","BZN|NL","12440.21","12281.71"
"28/11/2021 10:00 - 28/11/2021 10:15","BZN|NL","12612.39","12195.13"
"28/11/2021 10:15 - 28/11/2021 10:30","BZN|NL","12563.25","12019.47"
"28/11/2021 10:30 - 28/11/2021 10:45","BZN|NL","12665.37","11903.80"
"28/11/2021 10:45 - 28/11/2021 11:00","BZN|NL","12697.07","11842.39"
"28/11/2021 11:00 - 28/11/2021 11:15","BZN|NL","12734.67","11779.76"
"28/11/2021 11:15 - 28/11/2021 11:30","BZN|NL","12807.41","11720.89"
"28/11/2021 11:30 - 28/11/2021 11:45","BZN|NL","12842.29","11586.66"
"28/11/2021 11:45 - 28/11/2021 12:00","BZN|NL","12880.81","11508.87"
"28/11/2021 12:00 - 28/11/2021 12:15","BZN|NL","12882.27","11474.05"
"28/11/2021 12:15 - 28/11/2021 12:30","BZN|NL","13006.49","11390.80"
"28/11/2021 12:30 - 28/11/2021 12:45","BZN|NL","13088.82","11378.54"
"28/11/2021 12:45 - 28/11/2021 13:00","BZN|NL","13134.22","11438.76"
"28/11/2021 13:00 - 28/11/2021 13:15","BZN|NL","13205.55","11465.27"
"28/11/2021 13:15 - 28/11/2021 13:30","BZN|NL","13294.78","11554.95"
"28/11/2021 13:30 - 28/11/2021 13:45","BZN|NL","13292.71","11612.82"
"28/11/2021 13:45 - 28/11/2021 14:00","BZN|NL","13345.33","11596.10"
"28/11/2021 14:00 - 28/11/2021 14:15","BZN|NL","13337.86","11649.81"
"28/11/2021 14:15 - 28/11/2021 14:30","BZN|NL","13201.79","11782.94"
"28/11/2021 14:30 - 28/11/2021 14:45","BZN|NL","13192.27","11933.25"
"28/11/2021 14:45 - 28/11/2021 15:00","BZN|NL","13231.99","12097.96"
"28/11/2021 15:00 - 28/11/2021 15:15","BZN|NL","13215.11","12223.10"
"28/11/2021 15:15 - 28/11/2021 15:30","BZN|NL","13308.47","12352.20"
"28/11/2021 15:30 - 28/11/2021 15:45","BZN|NL","13456.75","12536.68"
"28/11/2021 15:45 - 28/11/2021 16:00","BZN|NL","13561.49","12696.36"
"28/11/2021 16:00 - 28/11/2021 16:15","BZN|NL","13608.62","12858.68"
"28/11/2021 16:15 - 28/11/2021 16:30","BZN|NL","13737.81","13050.97"
"28/11/2021 16:30 - 28/11/2021 16:45","BZN|NL","14075.29","13336.38"
"28/11/2021 16:45 - 28/11/2021 17:00","BZN|NL","14471.87","13555.90"
"28/11/2021 17:00 - 28/11/2021 17:15","BZN|NL","14700.24","13770.09"
"28/11/2021 17:15 - 28/11/2021 17:30","BZN|NL","14876.65","13997.25"
"28/11/2021 17:30 - 28/11/2021 17:45","BZN|NL","15063.95","14342.95"
"28/11/2021 17:45 - 28/11/2021 18:00","BZN|NL","15066.39","14515.46"
"28/11/2021 18:00 - 28/11/2021 18:15","BZN|NL","14885.20","14470.07"
"28/11/2021 18:15 - 28/11/2021 18:30","BZN|NL","14723.45","14292.70"
"28/11/2021 18:30 - 28/11/2021 18:45","BZN|NL","14518.26","14155.71"
"28/11/2021 18:45 - 28/11/2021 19:00","BZN|NL","14403.58","14026.18"
"28/11/2021 19:00 - 28/11/2021 19:15","BZN|NL","14276.85","13951.01"
"28/11/2021 19:15 - 28/11/2021 19:30","BZN|NL","14169.81","13806.47"
"28/11/2021 19:30 - 28/11/2021 19:45","BZN|NL","14014.85","13679.96"
"28/11/2021 19:45 - 28/11/2021 20:00","BZN|NL","13932.03","13598.43"
"28/11/2021 20:00 - 28/11/2021 20:15","BZN|NL","13848.59","13576.34"
"28/11/2021 20:15 - 28/11/2021 20:30","BZN|NL","13742.41","13543.75"
"28/11/2021 20:30 - 28/11/2021 20:45","BZN|NL","13519.15","13411.93"
"28/11/2021 20:45 - 28/11/2021 21:00","BZN|NL","13366.57","13267.77"
"28/11/2021 21:00 - 28/11/2021 21:15","BZN|NL","13198.27","13208.43"
"28/11/2021 21:15 - 28/11/2021 21:30","BZN|NL","13061.15","13170.68"
"28/11/2021 21:30 - 28/11/2021 21:45","BZN|NL","12903.18","13105.53"
"28/11/2021 21:45 - 28/11/2021 22:00","BZN|NL","12748.26","12998.46"
"28/11/2021 22:00 - 28/11/2021 22:15","BZN|NL","12694.73","12913.23"
"28/11/2021 22:15 - 28/11/2021 22:30","BZN|NL","12527.51","12793.46"
"28/11/2021 22:30 - 28/11/2021 22:45","BZN|NL","12395.37","12647.79"
"28/11/2021 22:45 - 28/11/2021 23:00","BZN|NL","12159.49","12499.06"
"28/11/2021 23:00 - 28/11/2021 23:15","BZN|NL","11974.77","12364.32"
"28/11/2021 23:15 - 28/11/2021 23:30","BZN|NL","11834.97","12253.29"
"28/11/2021 23:30 - 28/11/2021 23:45","BZN|NL","11675.21","12100.76"
"28/11/2021 23:45 - 29/11/2021 00:00","BZN|NL","11507.16","11960.28"
"29/11/2021 00:00 - 29/11/2021 00:15","BZN|NL","11363.39","11900.72"
"29/11/2021 00:15 - 29/11/2021 00:30","BZN|NL","11301.51","11900.12"
"29/11/2021 00:30 - 29/11/2021 00:45","BZN|NL","11175.91","11916.89"
"29/11/2021 00:45 - 29/11/2021 01:00","BZN|NL","11086.73","11861.40"
"29/11/2021 01:00 - 29/11/2021 01:15","BZN|NL","11049.84","11790.11"
"29/11/2021 01:15 - 29/11/2021 01:30","BZN|NL","10981.88","11749.67"
"29/11/2021 01:30 - 29/11/2021 01:45","BZN|NL","10965.27","11713.53"
"29/11/2021 01:45 - 29/11/2021 02:00","BZN|NL","10960.65","11642.44"
"29/11/2021 02:00 - 29/11/2021 02:15","BZN|NL","10925.33","11597.34"
"29/11/2021 02:15 - 29/11/2021 02:30","BZN|NL","10847.89","11621.40"
"29/11/2021 02:30 - 29/11/2021 02:45","BZN|NL","10772.31","11655.47"
"29/11/2021 02:45 - 29/11/2021 03:00","BZN|NL","10811.11","11654.24"
"29/11/2021 03:00 - 29/11/2021 03:15","BZN|NL","10882.27","11660.35"
"29/11/2021 03:15 - 29/11/2021 03:30","BZN|NL","10822.59","11697.37"
"29/11/2021 03:30 - 29/11/2021 03:45","BZN|NL","10689.87","11713.27"
"29/11/2021 03:45 - 29/11/2021 04:00","BZN|NL","10628.29","11720.03"
"29/11/2021 04:00 - 29/11/2021 04:15","BZN|NL","10678.75","11734.78"
"29/11/2021 04:15 - 29/11/2021 04:30","BZN|NL","10793.08","11782.92"
"29/11/2021 04:30 - 29/11/2021 04:45","BZN|NL","10861.18","11808.65"
"29/11/2021 04:45 - 29/11/2021 05:00","BZN|NL","10867.57","11855.58"
"29/11/2021 05:00 - 29/11/2021 05:15","BZN|NL","11086.20","11929.73"
"29/11/2021 05:15 - 29/11/2021 05:30","BZN|NL","11280.47","12054.69"
"29/11/2021 05:30 - 29/11/2021 05:45","BZN|NL","11529.51","12192.89"
"29/11/2021 05:45 - 29/11/2021 06:00","BZN|NL","11777.57","12359.63"
"29/11/2021 06:00 - 29/11/2021 06:15","BZN|NL","12204.65","12644.13"
"29/11/2021 06:15 - 29/11/2021 06:30","BZN|NL","12474.30","12981.10"
"29/11/2021 06:30 - 29/11/2021 06:45","BZN|NL","12924.04","13299.92"
"29/11/2021 06:45 - 29/11/2021 07:00","BZN|NL","13269.27","13624.90"
"29/11/2021 07:00 - 29/11/2021 07:15","BZN|NL","13768.03","13958.65"
"29/11/2021 07:15 - 29/11/2021 07:30","BZN|NL","14163.19","14445.81"
"29/11/2021 07:30 - 29/11/2021 07:45","BZN|NL","14657.80","14914.73"
"29/11/2021 07:45 - 29/11/2021 08:00","BZN|NL","15014.65","15268.82"
"29/11/2021 08:00 - 29/11/2021 08:15","BZN|NL","15297.38","15485.51"
"29/11/2021 08:15 - 29/11/2021 08:30","BZN|NL","15424.55","15668.02"
"29/11/2021 08:30 - 29/11/2021 08:45","BZN|NL","15611.87","15865.07"
"29/11/2021 08:45 - 29/11/2021 09:00","BZN|NL","15670.48","15998.96"
"29/11/2021 09:00 - 29/11/2021 09:15","BZN|NL","15694.71","16022.54"
"29/11/2021 09:15 - 29/11/2021 09:30","BZN|NL","15644.98","15942.05"
"29/11/2021 09:30 - 29/11/2021 09:45","BZN|NL","15470.71","15839.03"
"29/11/2021 09:45 - 29/11/2021 10:00","BZN|NL","15442.91","15669.89"
"29/11/2021 10:00 - 29/11/2021 10:15","BZN|NL","15297.79","15504.74"
"29/11/2021 10:15 - 29/11/2021 10:30","BZN|NL","15156.07","15437.15"
"29/11/2021 10:30 - 29/11/2021 10:45","BZN|NL","15003.83","15200.16"
"29/11/2021 10:45 - 29/11/2021 11:00","BZN|NL","14873.20","15049.24"
"29/11/2021 11:00 - 29/11/2021 11:15","BZN|NL","14734.15","14948.06"
"29/11/2021 11:15 - 29/11/2021 11:30","BZN|NL","14509.64","14857.12"
"29/11/2021 11:30 - 29/11/2021 11:45","BZN|NL","14384.53","14722.61"
"29/11/2021 11:45 - 29/11/2021 12:00","BZN|NL","14441.65","14546.29"
"29/11/2021 12:00 - 29/11/2021 12:15","BZN|NL","14344.85","14457.55"
"29/11/2021 12:15 - 29/11/2021 12:30","BZN|NL","14274.31","14398.65"
"29/11/2021 12:30 - 29/11/2021 12:45","BZN|NL","14190.63","14332.57"
"29/11/2021 12:45 - 29/11/2021 13:00","BZN|NL","14109.62","14296.57"
"29/11/2021 13:00 - 29/11/2021 13:15","BZN|NL","14170.70","14400.54"
"29/11/2021 13:15 - 29/11/2021 13:30","BZN|NL","14332.51","14567.10"
"29/11/2021 13:30 - 29/11/2021 13:45","BZN|NL","14394.10","14710.32"
"29/11/2021 13:45 - 29/11/2021 14:00","BZN|NL","14480.97","14770.93"
"29/11/2021 14:00 - 29/11/2021 14:15","BZN|NL","14574.19","14850.82"
"29/11/2021 14:15 - 29/11/2021 14:30","BZN|NL","14745.66","14985.14"
"29/11/2021 14:30 - 29/11/2021 14:45","BZN|NL","14848.45","15144.52"
"29/11/2021 14:45 - 29/11/2021 15:00","BZN|NL","15026.49","15171.63"
"29/11/2021 15:00 - 29/11/2021 15:15","BZN|NL","15142.13","15138.69"
"29/11/2021 15:15 - 29/11/2021 15:30","BZN|NL","15325.01","15344.86"
"29/11/2021 15:30 - 29/11/2021 15:45","BZN|NL","15539.50","15638.25"
"29/11/2021 15:45 - 29/11/2021 16:00","BZN|NL","15723.32","15910.02"
"29/11/2021 16:00 - 29/11/2021 16:15","BZN|NL","15820.48","16008.47"
"29/11/2021 16:15 - 29/11/2021 16:30","BZN|NL","15919.97","16106.69"
"29/11/2021 16:30 - 29/11/2021 16:45","BZN|NL","16189.93","16276.19"
"29/11/2021 16:45 - 29/11/2021 17:00","BZN|NL","16563.41","16448.84"
"29/11/2021 17:00 - 29/11/2021 17:15","BZN|NL","16756.77","16571.41"
"29/11/2021 17:15 - 29/11/2021 17:30","BZN|NL","17009.96","16600.30"
"29/11/2021 17:30 - 29/11/2021 17:45","BZN|NL","17027.17","16744.29"
"29/11/2021 17:45 - 29/11/2021 18:00","BZN|NL","16923.91","16770.10"
"29/11/2021 18:00 - 29/11/2021 18:15","BZN|NL","16541.51","16619.89"
"29/11/2021 18:15 - 29/11/2021 18:30","BZN|NL","16281.70","16327.73"
"29/11/2021 18:30 - 29/11/2021 18:45","BZN|NL","16083.39","16150.69"
"29/11/2021 18:45 - 29/11/2021 19:00","BZN|NL","15917.28","16034.78"
"29/11/2021 19:00 - 29/11/2021 19:15","BZN|NL","15703.24","15930.09"
"29/11/2021 19:15 - 29/11/2021 19:30","BZN|NL","15531.95","15831.88"
"29/11/2021 19:30 - 29/11/2021 19:45","BZN|NL","15393.05","15721.53"
"29/11/2021 19:45 - 29/11/2021 20:00","BZN|NL","15331.06","15607.77"
"29/11/2021 20:00 - 29/11/2021 20:15","BZN|NL","15029.91","15473.82"
"29/11/2021 20:15 - 29/11/2021 20:30","BZN|NL","14855.28","15332.72"
"29/11/2021 20:30 - 29/11/2021 20:45","BZN|NL","14700.45","15202.47"
"29/11/2021 20:45 - 29/11/2021 21:00","BZN|NL","14516.49","15013.15"
"29/11/2021 21:00 - 29/11/2021 21:15","BZN|NL","14307.39","14840.50"
"29/11/2021 21:15 - 29/11/2021 21:30","BZN|NL","14165.35","14711.35"
"29/11/2021 21:30 - 29/11/2021 21:45","BZN|NL","13982.75","14590.47"
"29/11/2021 21:45 - 29/11/2021 22:00","BZN|NL","13784.88","14394.30"
"29/11/2021 22:00 - 29/11/2021 22:15","BZN|NL","13498.34","14212.82"
"29/11/2021 22:15 - 29/11/2021 22:30","BZN|NL","13391.80","14070.99"
"29/11/2021 22:30 - 29/11/2021 22:45","BZN|NL","13120.69","13933.23"
"29/11/2021 22:45 - 29/11/2021 23:00","BZN|NL","12889.87","13744.02"
"29/11/2021 23:00 - 29/11/2021 23:15","BZN|NL","12764.39","13558.13"
"29/11/2021 23:15 - 29/11/2021 23:30","BZN|NL","12607.08","13429.17"
"29/11/2021 23:30 - 29/11/2021 23:45","BZN|NL","12405.61","13264.07"
"29/11/2021 23:45 - 30/11/2021 00:00","BZN|NL","12122.19","13074.42"
"30/11/2021 00:00 - 30/11/2021 00:15","BZN|NL","11991.15","12932.36"
"30/11/2021 00:15 - 30/11/2021 00:30","BZN|NL","11844.33","12821.62"
"30/11/2021 00:30 - 30/11/2021 00:45","BZN|NL","11713.65","12717.54"
"30/11/2021 00:45 - 30/11/2021 01:00","BZN|NL","11597.34","12578.97"
"30/11/2021 01:00 - 30/11/2021 01:15","BZN|NL","11489.41","12431.14"
"30/11/2021 01:15 - 30/11/2021 01:30","BZN|NL","11281.97","12319.83"
"30/11/2021 01:30 - 30/11/2021 01:45","BZN|NL","11120.69","12219.19"
"30/11/2021 01:45 - 30/11/2021 02:00","BZN|NL","11084.83","12141.87"
"30/11/2021 02:00 - 30/11/2021 02:15","BZN|NL","11100.33","12094.52"
"30/11/2021 02:15 - 30/11/2021 02:30","BZN|NL","11034.52","12032.89"
"30/11/2021 02:30 - 30/11/2021 02:45","BZN|NL","10987.30","11915.04"
"30/11/2021 02:45 - 30/11/2021 03:00","BZN|NL","10991.14","11853.12"
"30/11/2021 03:00 - 30/11/2021 03:15","BZN|NL","10998.67","11872.35"
"30/11/2021 03:15 - 30/11/2021 03:30","BZN|NL","11021.19","11901.31"
"30/11/2021 03:30 - 30/11/2021 03:45","BZN|NL","11050.39","11899.28"
"30/11/2021 03:45 - 30/11/2021 04:00","BZN|NL","10970.62","11865.58"
"30/11/2021 04:00 - 30/11/2021 04:15","BZN|NL","11057.99","11856.73"
"30/11/2021 04:15 - 30/11/2021 04:30","BZN|NL","11107.23","11869.53"
"30/11/2021 04:30 - 30/11/2021 04:45","BZN|NL","11119.41","11883.79"
"30/11/2021 04:45 - 30/11/2021 05:00","BZN|NL","11173.89","11913.18"
